problemName, vehicleFileID, cutoffTime, problemTypeString, numUAVs, numTrucks, requireTruckAtDepot, requireDriver, Etype, ITER 
20170608T121956644648, 102, 5.000000, mFSTSP Heuristic, 4, -1, True, True, 1, 1 

Objective Function Value: 1111.253938 

Assignments: 
vehicleID, vehicleType, activityType, startTime, startNode, endTime, endNode, Description, Status 
1, Truck, Truck travels with UAV(s) on board, 0.000000, 0, 90.239854, 4, Travel from node 0 to node 4, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 90.239854, 4, 150.239854, 4, Launching UAV 5, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 150.239854, 4, 210.239854, 4, Launching UAV 4, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 210.239854, 4, 270.239854, 4, Launching UAV 2, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 270.239854, 4, 330.239854, 4, Launching UAV 3, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 330.239854, 4, 360.239854, 4, Dropping off package to Customer 4, Making Delivery 
1, Truck, Truck travels with no UAVs on board, 360.239854, 4, 577.301904, 3, Travel from node 4 to node 3, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 577.301904, 3, 607.301904, 3, Retrieving UAV 5, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 607.301904, 3, 637.301904, 3, Retrieving UAV 4, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 637.301904, 3, 667.301904, 3, Retrieving UAV 3, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 667.301904, 3, 697.301904, 3, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 697.301904, 3, 727.301904, 3, Dropping off package to Customer 3, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 727.301904, 3, 826.900530, 1, Travel from node 3 to node 1, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 826.900530, 1, 886.900530, 1, Launching UAV 2, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 886.900530, 1, 916.900530, 1, Dropping off package to Customer 1, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 916.900530, 1, 1081.253938, 9, Travel from node 1 to node 9, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 1081.253938, 9, 1111.253938, 9, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with UAV(s) on board, 1111.253938, 9, -1.000000, 9, At the Depot.  Total Time = 0:18:31, Vehicle Tasks Complete 
2, UAV, UAV is stationary with a parcel, 210.239854, 4, 270.239854, 4, Prepare to launch from truck, UAV Launch 
2, UAV, UAV taking off or landing with a parcel, 270.239854, 4, 273.935477, 4, Takeoff from truck at Customer 4, Traveling 
2, UAV, UAV travels with parcel, 273.935477, 4, 302.174646, 8, Fly to UAV customer 8, Traveling 
2, UAV, UAV taking off or landing with a parcel, 302.174646, 8, 308.565892, 8, Land at UAV customer 8, Traveling 
